Xn,Yn,Isyn1,WWx,Ax,Dx,RMtrx,Prelx,Inhx,time
0.19877839711912382,0.7742449856686062,1.6440285488160422e-17,9.999999999999999e-16,0.07800890324768422,0.15596792680122523,0.0206367900946033,0.25,2.5534988306861693e-05,1315000
0.2045330630046186,0.76650253581192,1.773213634568259e-17,9.999999999999999e-16,0.07722881421520736,0.14816953046116393,0.021276198119366783,0.25,2.7099926377473096e-05,1325000
0.2101527577326916,0.7588375104538005,1.905708091797525e-17,9.999999999999999e-16,0.07645652607305528,0.14076105393810573,0.02191400762406836,0.25,2.868684779272158e-05,1335000
0.2156396052599026,0.7512491353492625,2.041372239805255e-17,9.999999999999999e-16,0.07569196081232471,0.1337230012412004,0.022550222605008177,0.25,3.029445984273647e-05,1345000
0.22099570056079615,0.7437366439957698,2.180069466317291e-17,9.999999999999999e-16,0.07493504120420144,0.12703685117914032,0.023184847048495646,0.25,3.1921502162960934e-05,1355000
0.22622310999514583,0.7362992775558119,2.3216661740260097e-17,9.999999999999999e-16,0.07418569079215942,0.12068500862018328,0.023817884930874403,0.25,3.356674610811581e-05,1365000
0.2313238716707524,0.7289362847802536,2.4660317279553182e-17,9.999999999999999e-16,0.07344383388423781,0.11465075818917408,0.024449340218547208,0.25,3.522899413680193e-05,1375000
0.23629999580184735,0.7216469219324511,2.6130384036368188e-17,9.999999999999999e-16,0.0727093955453954,0.10891822027971537,0.025079216868000832,0.25,3.69070792065738e-05,1385000
0.24115346506315333,0.7144304527131264,2.7625613360855944e-17,9.999999999999999e-16,0.07198230158994143,0.10347230926572959,0.02570751882583082,0.25,3.85998641793204e-05,1395000
0.245886234939653,0.7072861481859951,2.9144784695641925e-17,9.999999999999999e-16,0.071262478574042,0.0982986938024431,0.026334250028766236,0.25,4.030624123679056e-05,1405000
0.25050023407211636,0.7002132867041351,3.06867050812358e-17,9.999999999999999e-16,0.07054985378830156,0.09338375911232094,0.026959414403694315,0.25,4.202513130610357e-05,1415000
0.25499736459843647,0.6932111538370935,3.2250208669099547e-17,9.999999999999999e-16,0.06984435525041852,0.08871457115670486,0.027583015867685072,0.25,4.375548349508768e-05,1425000
